UF;Município;Região Turística;Domésticos;Internacionais;Estabelecimentos;Empregos;Arrecadação de Impostos;Categoria
SC;Rodeio;Vale Europeu;0;331;0;0;0.0;D
SC;Salete;Caminhos do Alto Vale;30.471;0;1;6;0.0;D
SC;Salto Veloso;Vale dos Imigrantes;0;0;0;0;0.0;E
SC;Santa Rosa de Lima;Fórum Turístico de Regionalização do Turismo;0;0;0;0;0.0;E
SC;Santa Rosa do Sul;Caminho dos Canyons;0;0;0;0;0.0;E
SC;Santa Terezinha;Caminhos do Alto Vale;14.888;0;1;1;0.0;D
SC;Santo Amaro da Imperatriz;Grande Florianópolis;2.250;1.197;3;260;0.0;C
SC;São Bento do Sul;Caminho dos Príncipes;50.856;752;9;46;984005.0;C
SC;São Bonifácio;Grande Florianópolis;648;124;0;0;0.0;D
SC;São Domingos;Grande Oeste;0;0;1;6;0.0;D
SC;São Francisco do Sul;Caminho dos Príncipes;205.939;9.880;20;106;741242.0;B
SC;São João Batista;Grande Florianópolis;0;0;2;12;0.0;D
SC;São João do Sul;Caminho dos Canyons;0;0;0;0;0.0;D
SC;São Joaquim;Serra Catarinense;65.932;719;7;35;0.0;C
SC;São José;Grande Florianópolis;36.396;1.295;16;214;3182873.0;B
SC;São Martinho;Fórum Turístico de Regionalização do Turismo;0;410;2;4;0.0;D
SC;São Pedro de Alcântara;Grande Florianópolis;0;0;2;0;0.0;D
SC;Siderópolis;Fórum Turístico de Regionalização do Turismo;0;250;1;1;0.0;D
SC;Sombrio;Caminho dos Canyons;27.870;588;1;6;0.0;D
SC;Taió;Caminhos do Alto Vale;35.613;117;2;11;0.0;D
SC;Tangará;Vale dos Imigrantes;6.848;182;0;0;0.0;D
SC;Tijucas;Grande Florianópolis;28.622;379;2;8;0.0;D
SC;Timbé do Sul;Caminho dos Canyons;1.125;0;0;0;0.0;D
SC;Timbó;Vale Europeu;8.690;633;5;60;0.0;C
SC;Três Barras;CAMINHOS DO CONTESTADO;14.614;232;3;3;0.0;D
SC;Treviso;Fórum Turístico de Regionalização do Turismo;0;0;0;0;0.0;E
SC;Treze Tílias;Vale dos Imigrantes;12.269;1.396;6;55;0.0;C
SC;Tubarão;Fórum Turístico de Regionalização do Turismo;39.502;2.347;13;187;1245162.0;C
SC;Tunápolis;Caminhos da Fronteira;0;0;0;0;0.0;E
SC;Turvo;Caminho dos Canyons;0;0;2;8;0.0;D
SC;Urubici;Serra Catarinense;26.679;692;24;69;533448.0;B
SC;Urussanga;Fórum Turístico de Regionalização do Turismo;648;709;2;17;0.0;D
SC;Vargeão;Grande Oeste;0;0;0;0;0.0;E
SC;Vidal Ramos;Caminhos do Alto Vale;0;0;2;6;0.0;D
SC;Videira;Vale dos Imigrantes;64.284;121;5;67;0.0;C
SC;Xanxerê;Grande Oeste;44.175;546;5;85;0.0;C
SP;Adamantina;Sol do Oeste;29.822;368;5;28;0.0;D
SP;Adolfo;Águas, Sabores e Saberes;0;0;1;1;0.0;D
SP;Águas da Prata;Entre Rios, Serras e Cafés;0;1.125;3;11;0.0;D
SP;Águas de Santa Bárbara;ANGRA PAULISTA;36.116;120;3;34;0.0;D
SP;Agudos;Coração Paulista;0;0;4;30;0.0;D
SP;Altinópolis;Alta Mogiana;4.510;140;6;17;0.0;D
SP;Americana;Bem Viver;70.944;4.763;16;160;1940317.0;B
SP;Andradina;Pantanal Paulista;49.044;75;8;62;902620.0;C
SP;Angatuba;Veredas da Mata Atlântica;5.919;251;4;12;0.0;D
SP;Anhumas;PONTAL PAULISTA;0;0;0;0;0.0;E
SP;Aparecida;Fé;1.208.586;4.053;175;1.451;115000000000000,00;A
SP;Apiaí;Cavernas da Mata Atlântica;0;223;10;21;0.0;C
SP;Araçariguama;Roteiro dos Bandeirantes;0;0;2;9;0.0;D
SP;Araçatuba;Tietê Vivo;142.507;3.037;26;273;3237702.0;B
SP;Araras;Encantos da Anhanguera Central;69.495;1.552;13;92;965575.0;C
SP;Assis;Circuito das Nações;95.740;2.283;22;149;1686293.0;B
SP;Atibaia;Circuito das Frutas;265.670;5.340;26;1.548;122000000000000,00;B
SP;Avaré;ANGRA PAULISTA;82.765;985;17;241;2232927.0;B
SP;Bananal;Vale Histórico;43.061;130;5;18;200876.0;C
SP;Bariri;Caminhos do Tietê;19.709;111;2;11;0.0;D
SP;Barra do Chapéu;Cavernas da Mata Atlântica;0;0;0;0;0.0;E
SP;Barra do Turvo;Cavernas da Mata Atlântica;27.578;0;1;1;0.0;D
SP;Barretos;Águas Sertanejas;247.044;4.744;28;139;3032273.0;B
SP;Batatais;Lagos do Rio Grande;45.122;182;6;29;0.0;C
SP;Bauru;Coração Paulista;681.324;11.796;40;300;4613568.0;B
SP;Bernardino de Campos;ANGRA PAULISTA;25.587;188;1;0;0.0;D
SP;Bertioga;Litoral Norte de São Paulo;652.523;6.755;35;202;2338332.0;B
SP;Birigui;Tietê Vivo;48.214;950;8;90;1027233.0;C
SP;Boa Esperança do Sul;Centro Paulista;0;0;1;3;0.0;D
SP;Bocaina;Caminhos do Tietê;0;165;2;5;0.0;D
SP;Bofete;Cuesta Paulista;6.316;61;1;2;0.0;D
SP;Boituva;Raízes do Interior Paulista;35.723;1.213;7;49;0.0;C
SP;Bom Jesus dos Perdões;Entre Serras e Águas;11.328;376;1;3;0.0;D
SP;Borborema;Caminhos do Tietê;0;0;2;4;0.0;D
SP;Brejo Alegre;Tietê Vivo;0;0;0;0;0.0;D
SP;Brodowski;Raízes do Campo;0;112;1;1;0.0;D
SP;Brotas;Serra do Itaqueri;74.532;1.531;27;227;2188140.0;B
SP;Buritizal;Lagos do Rio Grande;0;75;1;1;0.0;D
SP;Cabreúva;Roteiro dos Bandeirantes;4.903;985;6;134;0.0;C
SP;Caçapava;Rios do Vale;14.311;870;3;30;0.0;D
SP;Caieiras;Negócios e Cultura;0;342;1;2;0.0;D
SP;Cajamar;Negócios e Cultura;4.510;329;1;4;0.0;D
SP;Cajati;Cavernas da Mata Atlântica;0;207;2;11;0.0;D
SP;Cajuru;Alta Mogiana;0;91;4;7;0.0;D
SP;Campina do Monte Alegre;Veredas da Mata Atlântica;13.569;0;0;0;0.0;D
SP;Campinas;Bem Viver;1.265.590;71.490;83;1.811;408000000000000,00;A
SP;Campo Limpo Paulista;Negócios e Cultura;13.569;0;3;22;0.0;D
SP;Campos do Jordão;MANTIQUEIRA PAULISTA;550.468;8.548;137;1.422;2170000000000,00;A
SP;Canas;Fé;0;170;0;0;0.0;D
SP;Capão Bonito;Veredas da Mata Atlântica;26.863;303;5;55;0.0;C
SP;Carapicuíba;Negócios e Cultura;6.848;765;6;130;0.0;C
SP;Cardoso;MARAVILHAS  DO RIO GRANDE;54.275;0;3;64;0.0;C
SP;Casa Branca;Entre Rios, Serras e Cafés;0;176;2;10;0.0;D
SP;Cássia dos Coqueiros;Alta Mogiana;0;0;1;4;0.0;D
SP;Castilho;Pantanal Paulista;18.727;381;2;10;0.0;D
SP;Catanduva;Águas, Cultura e Negócios;74.069;1.732;7;83;1262465.0;C
SP;Cerquilho;Raízes do Interior Paulista;24.897;251;3;22;0.0;D
SP;Charqueada;Serra do Itaqueri;0;0;3;8;0.0;D
SP;Chavantes;ANGRA PAULISTA;2.681;0;0;0;0.0;D
SP;Colina;Águas Sertanejas;0;294;2;7;0.0;D
SP;Colômbia;Águas Sertanejas;0;0;0;0;0.0;E
SP;Conchal;Trilhos e Trilhas da Baixa Mogiana;41.116;0;2;9;0.0;D
SP;Cravinhos;Raízes do Campo;6.316;188;3;30;0.0;D
SP;Cruzeiro;Vale Histórico;496;839;11;51;193917.0;C
SP;Cunha;Fé;0;3.240;15;57;291295.0;C
SP;Divinolândia;Entre Rios, Serras e Cafés;6.316;0;1;3;0.0;D
SP;Dois Córregos;Caminhos do Tietê;6.316;207;2;5;0.0;D
SP;Dumont;Raízes do Campo;0;0;0;0;0.0;D
SP;Eldorado;Cavernas da Mata Atlântica;0;427;2;6;0.0;D
SP;Embu-Guaçu;Mananciais, Aventura, Artes e Negócios;31.903;170;2;4;0.0;D
SP;Espírito Santo do Pinhal;Entre Rios, Serras e Cafés;0;1.019;5;31;0.0;D
SP;Estiva Gerbi;Trilhos e Trilhas da Baixa Mogiana;0;120;0;0;0.0;D
SP;Estrela do Norte;PONTAL PAULISTA;0;0;0;0;0.0;E
SP;Euclides da Cunha Paulista;PONTAL PAULISTA;0;80;0;0;0.0;D
SP;Fartura;ANGRA PAULISTA;6.316;174;2;20;0.0;D
SP;Fernandópolis;MARAVILHAS  DO RIO GRANDE;39.009;407;8;96;630076.0;C
SP;Floreal;Tietê Vivo;4.903;120;0;0;0.0;D
SP;Florínea;Circuito das Nações;7.716;0;0;0;0.0;D
SP;Franca;Lagos do Rio Grande;133.616;3.593;18;217;2886551.0;B
SP;Gabriel Monteiro;Tietê Vivo;0;0;0;0;0.0;E
SP;Gália;Alto Cafezal;0;0;0;0;0.0;E
SP;Gastão Vidigal;Tietê Vivo;0;0;1;3;0.0;D
SP;Guapiara;Cavernas da Mata Atlântica;6.316;0;2;6;0.0;D
SP;Guará;Lagos do Rio Grande;4.903;0;2;11;0.0;D
SP;Guaraçaí;Pantanal Paulista;0;0;1;0;0.0;D
SP;Guarani d'Oeste;MARAVILHAS  DO RIO GRANDE;0;0;0;0;0.0;E
SP;Guararema;Nascentes do Tietê;15.337;919;7;149;1945775.0;C
SP;Guaratinguetá;Fé;34.532;4.191;17;321;3366549.0;B
SP;Guariba;Raízes do Campo;17.379;285;2;17;0.0;D
SP;Guarujá;Costa da Mata Atlântica;1.225.406;29.526;73;1.376;128000000000000,00;A
SP;Guarulhos;Nascentes do Tietê;153.011;24.022;25;1.031;128000000000000,00;B
SP;Holambra;Circuito das Águas Paulista;31.828;1.075;4;30;0.0;D
SP;Ibirá;Águas, Sabores e Saberes;9.720;0;3;25;0.0;D
SP;Ibiúna;Mananciais, Aventura, Artes e Negócios;28.362;1.249;6;80;0.0;C
SP;Igaraçu do Tietê;Caminhos do Tietê;0;0;4;37;0.0;D
SP;Igarapava;Lagos do Rio Grande;0;0;3;17;0.0;D
SP;Igaratá;Rios do Vale;0;39;3;41;0.0;D
SP;Ilha Comprida;Lagamar;106.810;597;20;60;259315.0;B
SP;Ilha Solteira;Pantanal Paulista;4.567;702;7;38;0.0;C
SP;Indiaporã;MARAVILHAS  DO RIO GRANDE;0;0;0;0;0.0;E
SP;Iperó;História & Aventuras;3.499;0;1;6;0.0;D
SP;Ipeúna;Serra do Itaqueri;0;0;1;10;0.0;D
SP;Iporanga;Cavernas da Mata Atlântica;4.903;831;6;26;148648.0;D
SP;Itanhaém;Costa da Mata Atlântica;356.566;1.901;20;113;481638.0;B
SP;Itaoca;Cavernas da Mata Atlântica;3.844;0;0;0;0.0;D
SP;Itapecerica da Serra;Mananciais, Aventura, Artes e Negócios;26.902;503;6;143;0.0;C
SP;Itapetininga;Veredas da Mata Atlântica;29.846;2.261;11;100;869616.0;C
SP;Itapira;Trilhos e Trilhas da Baixa Mogiana;18.079;251;9;43;373099.0;C
SP;Itapirapuã Paulista;Cavernas da Mata Atlântica;0;0;0;0;0.0;E
SP;Itápolis;Centro Paulista;0;256;3;13;0.0;D
SP;Itapuí;Caminhos do Tietê;0;204;1;2;0.0;D
SP;Itapura;Pantanal Paulista;0;234;0;0;0.0;D
SP;Itaquaquecetuba;Nascentes do Tietê;25.587;295;5;36;798236.0;C
SP;Itariri;Caminhos da Mata Atlântica;0;0;2;7;0.0;D
SP;Itatiba;Circuito das Frutas;56.997;1.906;7;254;0.0;C
SP;Itatinga;Cuesta Paulista;13.569;0;3;7;0.0;D
SP;Itu;Roteiro dos Bandeirantes;213.786;5.135;19;446;8294308.0;B
SP;Itupeva;Circuito das Frutas;44.370;1.043;4;122;0.0;C
SP;Ituverava;Lagos do Rio Grande;11.025;372;8;48;0.0;C
SP;Jaborandi;Águas Sertanejas;0;0;0;0;0.0;E
SP;Jaboticabal;Raízes do Campo;24.906;1.648;9;71;525801.0;C
SP;Jacareí;Rios do Vale;133.074;3.170;15;134;968049.0;B
SP;Jacupiranga;Cavernas da Mata Atlântica;0;270;3;14;0.0;D
SP;Jardinópolis;Raízes do Campo;0;0;3;20;0.0;D
SP;Joanópolis;Entre Serras e Águas;24.788;64;8;141;0.0;C
SP;Jundiaí;Circuito das Frutas;135.690;14.596;23;346;5056068.0;B
SP;Juquiá;Caminhos da Mata Atlântica;0;77;4;9;0.0;D
SP;Lagoinha;Fé;0;395;1;3;0.0;D
SP;Laranjal Paulista;Raízes do Interior Paulista;32.518;361;2;16;0.0;D
SP;Lavínia;Pantanal Paulista;61.160;0;0;0;0.0;C
SP;Lençóis Paulista;Coração Paulista;0;0;8;57;0.0;C
SP;Limeira;Serra do Itaqueri;91.492;4.939;13;186;2251008.0;B
SP;Lindóia;Circuito das Águas Paulista;23.374;102;5;13;0.0;D
SP;Lourdes;Tietê Vivo;0;0;0;0;0.0;E
SP;Luiz Antônio;Alta Mogiana;0;0;1;4;0.0;D
SP;Luiziânia;Tietê Vivo;0;84;0;0;0.0;D
SP;Macedônia;MARAVILHAS  DO RIO GRANDE;0;0;0;0;0.0;E
SP;Mairiporã;Entre Serras e Águas;33.823;763;15;261;2715057.0;B
SP;Marília;Alto Cafezal;304.535;3.755;26;264;3296168.0;B
SP;Martinópolis;Sol do Oeste;24.788;0;1;13;0.0;D
SP;Mauá;ABCTur - Roteiro da Natureza e da Indústria;17.498;596;7;69;963608.0;C
SP;Mendonça;Águas, Sabores e Saberes;0;0;0;0;0.0;E
SP;Meridiano;MARAVILHAS  DO RIO GRANDE;0;0;0;0;0.0;E
SP;Mesópolis;Entre Rios;0;0;0;0;0.0;E
SP;Miguelópolis;Lagos do Rio Grande;40.687;0;3;2;0.0;C
SP;Mineiros do Tietê;Caminhos do Tietê;0;39;1;2;0.0;D
SP;Mira Estrela;MARAVILHAS  DO RIO GRANDE;22.372;0;0;0;0.0;D
SP;Mirandópolis;Pantanal Paulista;2.350;363;0;0;0.0;D
SP;Mirante do Paranapanema;PONTAL PAULISTA;13.569;0;1;1;0.0;D
SP;Mococa;Raízes do Campo;30.468;408;6;42;0.0;C
SP;Mogi Guaçu;Trilhos e Trilhas da Baixa Mogiana;31.161;506;9;75;684618.0;C
SP;Mogi Mirim;Trilhos e Trilhas da Baixa Mogiana;118.650;2.437;9;105;1184847.0;B
SP;Monções;Tietê Vivo;0;0;0;0;0.0;E
SP;Mongaguá;Costa da Mata Atlântica;367.697;2.623;3;8;0.0;B
SP;Monte Alto;Raízes do Campo;10.030;462;4;19;0.0;D
SP;Monte Aprazível;Águas, Cultura e Negócios;1.697;182;3;8;0.0;D
SP;Monteiro Lobato;MANTIQUEIRA PAULISTA;19.885;246;3;22;0.0;D
SP;Monte Mor;Bem Viver;0;514;4;123;0.0;C
SP;Morungaba;Circuito das Frutas;0;0;2;11;0.0;D
SP;Murutinga do Sul;Pantanal Paulista;0;0;0;0;0.0;E
SP;Narandiba;PONTAL PAULISTA;0;0;0;0;0.0;E
SP;Natividade da Serra;Rios do Vale;0;226;0;0;0.0;D
SP;Nazaré Paulista;Entre Serras e Águas;11.219;364;16;208;1658273.0;C
SP;Nova Campina;Região Turística dos Cânions Paulista;21.129;0;0;0;0.0;D
SP;Nova Granada;Águas, Cultura e Negócios;0;0;0;0;0.0;E
SP;Nova Odessa;Bem Viver;41.116;575;4;41;0.0;C
SP;Novo Horizonte;Águas, Sabores e Saberes;0;0;4;17;0.0;D
SP;Ocauçu;Alto Cafezal;0;0;1;4;0.0;D
SP;Orlândia;Lagos do Rio Grande;0;236;4;22;0.0;D
SP;Osasco;Negócios e Cultura;113.388;2.263;21;285;9463206.0;B
SP;Ouroeste;MARAVILHAS  DO RIO GRANDE;0;0;2;5;0.0;D
SP;Paraguaçu Paulista;Circuito das Nações;29.884;465;5;77;0.0;C
SP;Paraibuna;Rios do Vale;35.941;0;3;11;0.0;D
SP;Paranapanema;ANGRA PAULISTA;0;567;4;24;0.0;D
SP;Paulicéia;Sol do Oeste;43.433;0;3;5;0.0;C
SP;Paulo de Faria;MARAVILHAS  DO RIO GRANDE;0;0;1;12;0.0;D
SP;Pederneiras;Coração Paulista;0;77;6;28;0.0;D
SP;Pedra Bela;Entre Serras e Águas;0;0;1;0;0.0;D
SP;Pedranópolis;MARAVILHAS  DO RIO GRANDE;0;0;0;0;0.0;E
SP;Pedregulho;Lagos do Rio Grande;0;0;2;12;0.0;D
SP;Pedreira;Circuito das Águas Paulista;9.459;311;2;7;0.0;D
SP;Pedrinhas Paulista;Circuito das Nações;0;182;0;0;0.0;D
SP;Penápolis;Tietê Vivo;45.065;1.273;11;63;211532.0;C
SP;Pereira Barreto;Pantanal Paulista;4.903;158;11;10;65307.0;C
SP;Piacatu;Tietê Vivo;0;0;0;0;0.0;E
SP;Piedade;Veredas da Mata Atlântica;11.328;636;4;44;0.0;D
SP;Pindamonhangaba;MANTIQUEIRA PAULISTA;42.489;1.816;16;168;1188080.0;B
SP;Pinhalzinho;Entre Serras e Águas;0;152;3;30;0.0;D
SP;Piquete;Fé;0;0;1;2;0.0;D
SP;Piracicaba;Serra do Itaqueri;201.805;9.267;28;373;5002148.0;B
SP;Piraju;ANGRA PAULISTA;27.596;561;5;32;0.0;D
SP;Pirapora do Bom Jesus;Roteiro dos Bandeirantes;0;0;0;0;0.0;E
SP;Pirapozinho;PONTAL PAULISTA;0;124;3;92;0.0;D
SP;Piratininga;Coração Paulista;2.700;265;3;21;0.0;D
SP;Pitangueiras;Raízes do Campo;0;0;1;3;0.0;D
SP;Pongaí;Coração do Tietê;0;0;0;0;0.0;E
SP;Pontal;Raízes do Campo;0;373;0;0;0.0;D
SP;Populina;MARAVILHAS  DO RIO GRANDE;0;0;0;0;0.0;E
SP;Porangaba;Raízes do Interior Paulista;19.140;0;0;0;0.0;D
SP;Porto Feliz;Roteiro dos Bandeirantes;42.555;595;6;180;0.0;C
SP;Porto Ferreira;Encantos da Anhanguera Central;24.539;385;6;28;248212.0;C
SP;Potim;Fé;0;0;0;0;0.0;E
SP;Pradópolis;Raízes do Campo;0;0;2;14;0.0;D
SP;Praia Grande;Costa da Mata Atlântica;1.294.998;3.851;21;110;2091663.0;A
SP;Pratânia;Cuesta Paulista;0;0;0;0;0.0;E
SP;Presidente Prudente;Sol do Oeste;242.705;5.176;27;306;4452701.0;B
SP;Rancharia;Sol do Oeste;25.587;120;3;24;0.0;D
SP;Registro;Caminhos da Mata Atlântica;64.343;869;14;123;869900.0;C
SP;Ribeirão Grande;Cavernas da Mata Atlântica;14.569;818;2;11;0.0;D
SP;Ribeirão Preto;Raízes do Campo;923.926;21.292;72;976;151000000000000,00;A
SP;Rifaina;Lagos do Rio Grande;0;236;2;12;0.0;D
SP;Rincão;Centro Paulista;8.042;0;0;0;0.0;D
SP;Riolândia;MARAVILHAS  DO RIO GRANDE;0;0;1;4;0.0;D
SP;Rosana;PONTAL PAULISTA;38.820;122;4;24;0.0;C
SP;Rubiácea;Pantanal Paulista;0;0;0;0;0.0;E
SP;Rubinéia;Entre Rios;0;0;3;6;0.0;D
SP;Sabino;Coração do Tietê;0;0;1;1;0.0;D
SP;Sales;Águas, Sabores e Saberes;25.587;0;2;46;0.0;D
SP;Sales Oliveira;Raízes do Campo;0;0;2;5;0.0;D
SP;Salesópolis;Nascentes do Tietê;0;306;5;56;0.0;D
SP;Salto de Pirapora;História & Aventuras;28.688;0;2;5;0.0;D
SP;Sandovalina;PONTAL PAULISTA;0;0;1;1;0.0;D
SP;Santa Bárbara d'Oeste;Bem Viver;22.485;524;8;80;1196109.0;C
SP;Santa Clara d'Oeste;Entre Rios;7.716;0;0;0;0.0;D
SP;Santa Cruz da Conceição;Encantos da Anhanguera Central;0;0;0;0;0.0;E
SP;Santa Cruz da Esperança;Raízes do Campo;0;0;0;0;0.0;E
SP;Santa Cruz das Palmeiras;Encantos da Anhanguera Central;0;0;2;11;0.0;D
SP;Santa Cruz do Rio Pardo;ANGRA PAULISTA;0;182;4;24;0.0;D
SP;Santa Fé do Sul;Entre Rios;113.141;399;10;60;272410.0;C
SP;Santa Isabel;Nascentes do Tietê;13.569;199;5;25;0.0;D
SP;Santana de Parnaíba;Roteiro dos Bandeirantes;20.731;766;3;25;0.0;D
SP;Santa Rita do Passa Quatro;Encantos da Anhanguera Central;4.903;116;3;5;0.0;D
SP;Santa Rosa de Viterbo;Alta Mogiana;41.116;0;1;5;0.0;D
SP;Santo André;ABCTur - Roteiro da Natureza e da Indústria;21.416;9.234;18;299;2190000000000,00;B
SP;Santo Antônio da Alegria;Alta Mogiana;0;0;0;0;0.0;E
SP;Santo Antônio do Aracanguá;Tietê Vivo;4.903;0;1;2;0.0;D
SP;Santo Antônio do Jardim;Entre Rios, Serras e Cafés;0;0;0;0;0.0;E
SP;Santo Antônio do Pinhal;MANTIQUEIRA PAULISTA;19.885;243;22;119;1018219.0;B
SP;Santo Expedito;Sol do Oeste;0;0;0;0;0.0;E
SP;Santos;Costa da Mata Atlântica;1.216.191;49.802;52;949;135000000000000,00;A
SP;São Bento do Sapucaí;MANTIQUEIRA PAULISTA;18.079;257;13;27;612756.0;C
SP;São Bernardo do Campo;Negócios e Cultura;96.325;5.657;40;591;6079433.0;B
SP;São João da Boa Vista;Entre Rios, Serras e Cafés;48.602;691;10;62;673370.0;C
SP;São José do Barreiro;Vale Histórico;0;116;4;8;0.0;D
SP;São José do Rio Pardo;Entre Rios, Serras e Cafés;46.278;422;5;36;0.0;C
SP;São José do Rio Preto;Águas, Cultura e Negócios;682.060;9.545;32;521;8523221.0;B
SP;São José dos Campos;MANTIQUEIRA PAULISTA;295.005;25.942;59;697;8397833.0;B
SP;São Lourenço da Serra;Mananciais, Aventura, Artes e Negócios;0;120;1;1;0.0;D
SP;São Miguel Arcanjo;Veredas da Mata Atlântica;0;555;2;7;0.0;D
SP;São Pedro;Serra do Itaqueri;17.143;1.996;14;302;1684237.0;B
SP;São Roque;Roteiro dos Bandeirantes;57.339;2.370;16;280;3730859.0;B
SP;São Sebastião;Litoral Norte de São Paulo;459.996;18.668;157;1.667;207000000000000,00;A
SP;São Sebastião da Grama;Entre Rios, Serras e Cafés;0;448;2;4;0.0;D
SP;São Simão;Alta Mogiana;0;0;1;1;0.0;D
SP;São Vicente;Costa da Mata Atlântica;192.893;4.371;20;264;2549404.0;B
SP;Sarapuí;Veredas da Mata Atlântica;260;163;1;8;0.0;D
SP;Serra Negra;Circuito das Águas Paulista;167.317;978;45;739;9423924.0;B
SP;Sertãozinho;Raízes do Campo;27.138;907;13;82;947058.0;C
SP;Sete Barras;Caminhos da Mata Atlântica;0;746;0;0;0.0;D
SP;Silveiras;Vale Histórico;0;0;0;0;0.0;D
SP;Sorocaba;História & Aventuras;466.746;20.500;58;699;7707018.0;B
SP;Sud Mennucci;Pantanal Paulista;6.316;121;3;4;0.0;D
SP;Suzanápolis;Pantanal Paulista;0;0;0;0;0.0;E
SP;Suzano;Nascentes do Tietê;55.026;1.551;5;27;944462.0;C
SP;Tabatinga;Centro Paulista;0;251;1;3;0.0;D
SP;Tambaú;Encantos da Anhanguera Central;17.011;120;1;1;0.0;D
SP;Tapiraí;Veredas da Mata Atlântica;0;0;3;3;0.0;D
SP;Taquaritinga;Centro Paulista;48.662;140;4;21;0.0;C
SP;Tarumã;Circuito das Nações;0;126;2;3;0.0;D
SP;Tatuí;Raízes do Interior Paulista;73.269;1.798;8;127;1521533.0;C
SP;Taubaté;Rios do Vale;76.841;6.226;23;325;5422443.0;B
SP;Torre de Pedra;Raízes do Interior Paulista;0;0;0;0;0.0;E
SP;Torrinha;Serra do Itaqueri;0;0;3;50;0.0;D
SP;Tremembé;Fé;0;170;2;5;0.0;D
SP;Três Fronteiras;Entre Rios;0;0;2;5;0.0;D
SP;Tuiuti;Entre Serras e Águas;0;0;1;4;0.0;D
SP;Tupã;Circuito das Nações;87.090;676;4;34;246160.0;C
SP;Turmalina;Entre Rios;0;0;0;0;0.0;E
SP;Ubarana;Águas, Sabores e Saberes;0;182;1;4;0.0;D
SP;Uchoa;Águas, Cultura e Negócios;0;0;0;0;0.0;D
SP;Uru;Coração do Tietê;0;0;0;0;0.0;E
SP;Valentim Gentil;MARAVILHAS  DO RIO GRANDE;25.587;0;1;7;0.0;D
SP;Valinhos;Circuito das Frutas;8.223;2.998;6;75;2572583.0;C
SP;Valparaíso;Pantanal Paulista;44.106;0;5;23;0.0;C
SP;Vargem Grande Paulista;Mananciais, Aventura, Artes e Negócios;15.985;0;5;48;0.0;C
SP;Vera Cruz;Alto Cafezal;19.366;0;1;5;0.0;D
SP;Viradouro;Águas Sertanejas;6.794;0;1;2;0.0;D
SP;Votorantim;História & Aventuras;0;126;3;31;0.0;D
SP;Votuporanga;MARAVILHAS  DO RIO GRANDE;53.925;891;8;63;970288.0;C
SP;Zacarias;Tietê Vivo;0;0;1;1;0.0;D
SE;Aquidabã;Polo dos Tabuleiros;3.461;0;0;0;0.0;D
SE;Aracaju;Polo Costa dos Coqueirais;1.112.959;16.161;100;1.888;149000000000000,00;A
SE;Areia Branca;Polo Serras Sergipanas;0;0;0;0;0.0;E
SE;Barra dos Coqueiros;Polo Costa dos Coqueirais;17.067;0;3;196;0.0;C
SE;Boquim;Polo Sertão das Águas;16.798;0;1;1;0.0;D
SE;Canindé de São Francisco;Polo Velho Chico;16.301;0;4;46;0.0;D
SE;Capela;Polo dos Tabuleiros;5.985;149;1;0;0.0;D
SE;Carmópolis;Polo dos Tabuleiros;468;0;2;12;0.0;D
SE;Cedro de São João;Polo Velho Chico;794;0;0;0;0.0;D
SE;Cumbe;Polo dos Tabuleiros;0;0;0;0;0.0;E
SE;Divina Pastora;Polo dos Tabuleiros;0;0;0;0;0.0;E
SE;Estância;Polo Costa dos Coqueirais;69.021;0;10;39;145816.0;C
SE;Frei Paulo;Polo Serras Sergipanas;21.682;0;0;0;0.0;D
SE;Gararu;Polo Velho Chico;1.697;227;0;0;0.0;D
SE;Indiaroba;Polo Costa dos Coqueirais;0;0;0;0;0.0;E
SE;Itabaiana;Polo Serras Sergipanas;23.053;88;10;55;162608.0;C
SE;Itabaianinha;Polo Sertão das Águas;16.457;0;1;2;0.0;D
SE;Itaporanga d'Ajuda;Polo Costa dos Coqueirais;0;0;1;1;0.0;D
SE;Lagarto;Polo Sertão das Águas;45.118;0;6;22;206889.0;C
SE;Laranjeiras;Polo Costa dos Coqueirais;0;0;2;17;0.0;D
SE;Maruim;Polo dos Tabuleiros;0;0;0;0;0.0;E
SE;Moita Bonita;Polo Serras Sergipanas;0;0;0;0;0.0;E
SE;Monte Alegre de Sergipe;Polo Velho Chico;0;91;0;0;0.0;D
SE;Neópolis;Polo Velho Chico;3.669;182;1;1;0.0;D
SE;Nossa Senhora da Glória;Polo Velho Chico;5.517;207;3;20;0.0;D
SE;Nossa Senhora das Dores;Polo dos Tabuleiros;15.299;0;2;9;0.0;D
SE;Nossa Senhora do Socorro;Polo Costa dos Coqueirais;17.966;0;6;93;0.0;C
SE;Pacatuba;Polo Costa dos Coqueirais;0;108;1;1;0.0;D
SE;Pirambu;Polo Costa dos Coqueirais;15.299;108;1;3;0.0;D
SE;Poço Redondo;Polo Velho Chico;0;0;1;7;0.0;D
SE;Porto da Folha;Polo Velho Chico;30.272;0;0;0;0.0;D
SE;Propriá;Polo Velho Chico;18.930;0;7;27;0.0;C
SE;Riachuelo;Polo dos Tabuleiros;0;0;0;0;0.0;E
SE;Salgado;Polo Sertão das Águas;468;0;2;14;0.0;D
SE;Santa Luzia do Itanhy;Polo Costa dos Coqueirais;0;0;0;0;0.0;E
SE;Santana do São Francisco;Polo Velho Chico;0;0;0;0;0.0;E
