UF;Município;Região Turística;Domésticos;Internacionais;Estabelecimentos;Empregos;Arrecadação de Impostos;Categoria
MG;Coronel Murta;Vale do Jequitinhonha;13.057;0;0;0;0.0;D
MG;Coronel Xavier Chaves;Trilha dos Inconfidentes;0;0;1;2;0.0;D
MG;Córrego do Bom Jesus;Serras Verdes do Sul de Minas;25.587;0;1;1;0.0;D
MG;Córrego Fundo;Grutas e Mar de Minas;0;0;1;5;0.0;D
MG;Couto de Magalhães de Minas;Diamantes;0;0;0;0;0.0;D
MG;Cristais;Grutas e Mar de Minas;0;0;0;0;0.0;E
MG;Cristália;Lago de Irapé;0;0;1;1;0.0;D
MG;Cristiano Otoni;Villas e Fazendas de Minas;0;0;2;3;0.0;D
MG;Cristina;Caminhos da Mantiqueira;0;0;1;5;0.0;D
MG;Cruzília;Águas;392;230;1;2;0.0;D
MG;Cuparaque;Trilhas do Rio Doce;0;182;0;0;0.0;D
MG;Curral de Dentro;Lago de Irapé;0;0;0;0;0.0;E
MG;Curvelo;Guimarães Rosa;13.748;738;14;148;799036.0;C
MG;Delfim Moreira;Caminhos da Mantiqueira;4.903;0;5;12;0.0;D
MG;Delfinópolis;Nascentes das Gerais e Canastra;0;0;10;17;0.0;C
MG;Descoberto;Caminhos Verdes de Minas;21.129;0;0;0;0.0;D
MG;Desterro do Melo;Trilha dos Inconfidentes;0;0;0;0;0.0;E
MG;Diamantina;Diamantes;54.744;723;21;189;983079.0;B
MG;Diogo de Vasconcelos;Montanhas e Fé;0;0;0;0;0.0;E
MG;Dionísio;Mata Atlântica de Minas;0;0;1;1;0.0;D
MG;Divinésia;Serras de Minas;0;0;0;0;0.0;E
MG;Divino;Serra do Brigadeiro;0;0;2;12;0.0;D
MG;Divino das Laranjeiras;Trilhas do Rio Doce;0;0;0;0;0.0;E
MG;Divinolândia de Minas;Trilhas do Rio Doce;4.335;223;0;0;0.0;D
MG;Divinópolis;Verde - Trilha dos Bandeirantes;85.048;1.761;23;271;2706862.0;B
MG;Divisa Alegre;Vale do Jequitinhonha;0;0;1;2;0.0;D
MG;Divisa Nova;Lago de Furnas;0;0;0;0;0.0;E
MG;Dom Bosco;Noroeste das Gerais e Alto Paranaíba;6.699;0;0;0;0.0;D
MG;Dom Joaquim;Trilhas do Rio Doce;0;0;0;0;0.0;D
MG;Dom Silvério;Montanhas e Fé;12.250;0;1;4;0.0;D
MG;Dom Viçoso;Águas;0;0;0;0;0.0;E
MG;Dona Euzébia;Serras e Cachoeiras;0;0;0;0;0.0;E
MG;Dores de Campos;Trilha dos Inconfidentes;7.494;0;1;2;0.0;D
MG;Dores de Guanhães;Trilhas do Rio Doce;0;0;1;5;0.0;D
MG;Dores do Indaiá;Verde - Trilha dos Bandeirantes;0;75;2;8;0.0;D
MG;Durandé;Pico da Bandeira;0;0;0;0;0.0;E
MG;Elói Mendes;Lago de Furnas;0;91;3;10;0.0;D
MG;Engenheiro Caldas;Trilhas do Rio Doce;0;0;2;7;0.0;D
MG;Entre Rios de Minas;Trilha dos Inconfidentes;0;0;4;3;0.0;D
MG;Ervália;Serra do Brigadeiro;22.372;0;2;7;0.0;D
MG;Espera Feliz;Pico da Bandeira;29.043;400;4;15;0.0;D
MG;Espinosa;Serra Geral do Norte de Minas;38.120;0;2;9;0.0;D
MG;Espírito Santo do Dourado;Caminhos da Mantiqueira;0;0;0;0;0.0;E
MG;Estiva;Serras Verdes do Sul de Minas;6.316;0;1;6;0.0;D
MG;Estrela Dalva;Serras e Cachoeiras;0;0;0;0;0.0;E
MG;Estrela do Indaiá;Lago de Três Marias;2.624;116;0;0;0.0;D
MG;Eugenópolis;Serra do Brigadeiro;0;0;0;0;0.0;E
MG;Extrema;Serras Verdes do Sul de Minas;42.957;896;13;157;858326.0;C
MG;Fama;Lago de Furnas;0;111;3;8;0.0;D
MG;Faria Lemos;Pico da Bandeira;0;0;0;0;0.0;E
MG;Felício dos Santos;Diamantes;2.624;0;0;0;0.0;D
MG;Felixlândia;Guimarães Rosa;18.656;0;3;7;0.0;D
MG;Fervedouro;Serra do Brigadeiro;0;0;0;0;0.0;E
MG;Formiga;Grutas e Mar de Minas;2.624;319;11;105;401864.0;C
MG;Formoso;Urucuia Grande Sertão;0;0;0;0;0.0;D
MG;Fortuna de Minas;Grutas;0;0;0;0;0.0;E
MG;Francisco Badaró;Pedras Preciosas;0;0;0;0;0.0;D
MG;Francisco Dumont;Serra do Cabral;0;0;2;2;0.0;D
MG;Franciscópolis;Pedras Preciosas;0;0;0;0;0.0;E
MG;Frei Gaspar;Pedras Preciosas;0;0;0;0;0.0;E
MG;Fronteira;Rota do Triângulo;0;0;5;15;0.0;D
MG;Fruta de Leite;Cachaça;0;0;0;0;0.0;E
MG;Galiléia;Trilhas do Rio Doce;0;0;0;0;0.0;E
MG;Gameleiras;Serra Geral do Norte de Minas;0;0;0;0;0.0;D
MG;Goiabeira;Trilhas do Rio Doce;0;363;1;2;0.0;D
MG;Goianá;Caminhos Verdes de Minas;7.914;504;1;13;0.0;D
MG;Gonçalves;Serras Verdes do Sul de Minas;13.569;284;15;58;319962.0;C
MG;Gonzaga;Trilhas do Rio Doce;29.297;0;2;1;0.0;D
MG;Governador Valadares;Trilhas do Rio Doce;213.306;13.613;30;351;3556495.0;B
MG;Grão Mogol;Lago de Irapé;0;0;2;7;0.0;D
MG;Guanhães;Trilhas do Rio Doce;0;302;11;42;238908.0;C
MG;Guapé;Nascentes das Gerais e Canastra;0;196;4;14;0.0;D
MG;Guaraciaba;Montanhas e Fé;0;0;2;12;0.0;D
MG;Guaranésia;Montanhas Cafeeiras de Minas;6.794;363;2;11;0.0;D
MG;Guarani;Caminhos Verdes de Minas;0;121;0;0;0.0;D
MG;Guaxupé;Montanhas Cafeeiras de Minas;23.450;499;8;77;2522023.0;C
MG;Guidoval;Serras e Cachoeiras;0;0;0;0;0.0;E
MG;Guimarânia;Caminhos do Cerrado;0;152;1;3;0.0;D
MG;Guiricema;Serras de Minas;22.868;0;3;5;0.0;D
MG;Ibiracatu;Sertão Gerais;0;0;0;0;0.0;E
MG;Ibiraci;Nascentes das Gerais e Canastra;0;0;0;0;0.0;D
MG;Ibirité;Veredas do Paraopeba;0;0;0;0;0.0;E
MG;Ibitiúra de Minas;Caminhos Gerais;0;0;1;6;0.0;D
MG;Ibituruna;Trilha dos Inconfidentes;4.556;0;0;0;0.0;D
MG;Igarapé;Veredas do Paraopeba;0;0;5;55;0.0;D
MG;Iguatama;Grutas e Mar de Minas;0;130;1;3;0.0;D
MG;Ijaci;Região Encantos de Minas;6.316;0;2;7;0.0;D
MG;Ilicínea;Nascentes das Gerais e Canastra;2.624;0;1;1;0.0;D
MG;Inconfidentes;Malhas do Sul de Minas;0;0;1;2;0.0;D
MG;Inimutaba;Guimarães Rosa;4.335;0;0;0;0.0;D
MG;Ipaba;Mata Atlântica de Minas;0;0;0;0;0.0;E
MG;Ipatinga;Mata Atlântica de Minas;160.172;9.884;22;295;2268039.0;B
MG;Itabirinha;Trilhas do Rio Doce;0;0;1;1;0.0;D
MG;Itabirito;Ouro;28.088;404;11;102;808968.0;C
MG;Itacambira;Sertão Gerais;0;188;0;0;0.0;D
MG;Itacarambi;Velho Chico;4.567;82;4;6;0.0;D
MG;Itaguara;Veredas do Paraopeba;24.996;120;3;10;0.0;D
MG;Itaipé;Pedras Preciosas;0;182;0;0;0.0;D
MG;Itajubá;Caminhos da Mantiqueira;121.365;2.471;15;131;947498.0;B
MG;Itamarandiba;Pedras Preciosas;8.671;0;4;27;0.0;D
MG;Itamarati de Minas;Serras e Cachoeiras;0;0;0;0;0.0;E
MG;Itambacuri;Pedras Preciosas;22.372;0;2;9;0.0;D
MG;Itambé do Mato Dentro;Serra do Cipó;0;0;1;2;0.0;D
MG;Itamogi;Montanhas Cafeeiras de Minas;0;0;0;0;0.0;E
MG;Itanhomi;Trilhas do Rio Doce;0;312;0;0;0.0;D
MG;Itapagipe;Rota do Triângulo;0;0;2;5;0.0;D
MG;Itapecerica;Campo das Vertentes;2.624;119;3;29;0.0;D
MG;Itapeva;Serras Verdes do Sul de Minas;12.633;332;3;45;0.0;D
MG;Itaúna;Verde - Trilha dos Bandeirantes;45.336;866;6;68;715553.0;C
MG;Itaverava;Villas e Fazendas de Minas;0;0;1;1;0.0;D
MG;Itinga;Vale do Jequitinhonha;2.624;0;1;3;0.0;D
MG;Iturama;Rota do Triângulo;51.122;0;6;34;0.0;C
MG;Itutinga;Trilha dos Inconfidentes;0;0;1;1;0.0;D
MG;Jaboticatubas;Serra do Cipó;9.569;1.091;8;106;0.0;C
MG;Jacuí;Montanhas Cafeeiras de Minas;0;248;1;4;0.0;D
MG;Jacutinga;Malhas do Sul de Minas;0;628;5;31;0.0;D
MG;Jaguaraçu;Mata Atlântica de Minas;0;0;1;1;0.0;D
MG;Jaíba;Serra Geral do Norte de Minas;0;0;5;23;0.0;D
MG;Janaúba;Serra Geral do Norte de Minas;0;587;4;44;0.0;D
MG;Januária;Velho Chico;45.769;304;6;27;0.0;C
MG;Japonvar;Velho Chico;0;0;0;0;0.0;E
MG;Jeceaba;Veredas do Paraopeba;0;182;1;1;0.0;D
MG;Jenipapo de Minas;Pedras Preciosas;0;0;0;0;0.0;D
MG;Jequeri;Montanhas e Fé;0;0;1;1;0.0;D
MG;Jequitaí;Serra do Cabral;0;0;1;1;0.0;D
MG;Jequitibá;Grutas;7.914;0;2;2;0.0;D
MG;Jequitinhonha;Vale do Jequitinhonha;8.515;0;3;22;0.0;D
MG;Jesuânia;Águas;0;0;0;0;0.0;E
MG;Joaíma;Vale do Jequitinhonha;15.063;0;0;0;0.0;D
MG;João Pinheiro;Noroeste das Gerais e Alto Paranaíba;60.609;0;18;78;396916.0;C
MG;Joaquim Felício;Serra do Cabral;0;0;0;0;0.0;E
MG;Jordânia;Vale do Jequitinhonha;0;121;0;0;0.0;D
MG;José Gonçalves de Minas;Lago de Irapé;0;130;0;0;0.0;D
MG;José Raydan;Trilhas do Rio Doce;4.335;0;0;0;0.0;D
MG;Juatuba;Veredas do Paraopeba;5.248;0;5;15;0.0;D
MG;Juiz de Fora;Caminho Novo;323.096;10.777;49;682;8954021.0;B
MG;Juramento;Sertão Gerais;0;0;0;0;0.0;D
MG;Juruaia;Montanhas Cafeeiras de Minas;0;0;2;7;0.0;D
MG;Ladainha;Pedras Preciosas;7.494;0;1;1;0.0;D
MG;Lagamar;Noroeste das Gerais e Alto Paranaíba;22.372;0;1;6;0.0;D
MG;Lagoa da Prata;Grutas e Mar de Minas;3.560;0;6;51;328285.0;C
MG;Lagoa dos Patos;Lago de Irapé;0;0;0;0;0.0;E
MG;Lagoa Dourada;Trilha dos Inconfidentes;0;0;2;4;0.0;D
MG;Lagoa Grande;Noroeste das Gerais e Alto Paranaíba;4.818;120;0;0;0.0;D
MG;Lagoa Santa;Grutas;50.337;1.462;12;201;1408194.0;C
MG;Lajinha;Pico da Bandeira;0;0;2;9;0.0;D
MG;Lambari;Águas;35.529;0;8;105;0.0;C
MG;Lamim;Villas e Fazendas de Minas;2.700;0;0;0;0.0;D
MG;Laranjal;Serras e Cachoeiras;8.857;120;2;2;0.0;D
MG;Lassance;Serra do Cabral;0;0;0;0;0.0;E
MG;Lavras;Região Encantos de Minas;14.505;2.018;15;149;1539462.0;C
MG;Leandro Ferreira;Verde - Trilha dos Bandeirantes;0;0;0;0;0.0;E
MG;Leme do Prado;Lago de Irapé;0;0;0;0;0.0;E
MG;Leopoldina;Serras e Cachoeiras;50.821;710;8;69;0.0;C
MG;Lima Duarte;Serras de Ibitipoca;14.231;372;14;75;385393.0;C
MG;Limeira do Oeste;Rota do Triângulo;0;0;1;5;0.0;D
MG;Luisburgo;Pico da Bandeira;0;0;0;0;0.0;E
MG;Luminárias;Região Encantos de Minas;0;0;0;0;0.0;E
MG;Machacalis;Pedras Preciosas;0;0;0;0;0.0;E
MG;Machado;Caminhos Gerais;38.201;454;6;36;208416.0;C
MG;Madre de Deus de Minas;Trilha dos Inconfidentes;0;0;1;1;0.0;D
MG;Malacacheta;Pedras Preciosas;0;0;1;1;0.0;D
MG;Mamonas;Serra Geral do Norte de Minas;0;0;0;0;0.0;E
MG;Manga;Velho Chico;7.493;566;3;6;0.0;D
MG;Manhuaçu;Pico da Bandeira;35.208;800;12;129;455012.0;C
MG;Manhumirim;Pico da Bandeira;2.624;0;3;15;0.0;D
MG;Mantena;Trilhas do Rio Doce;18.137;1.161;3;9;0.0;D
MG;Maravilhas;Verde - Trilha dos Bandeirantes;0;0;1;3;0.0;D
MG;Mar de Espanha;Caminhos Verdes de Minas;10.278;170;1;3;0.0;D
MG;Maria da Fé;Caminhos da Mantiqueira;0;0;3;9;0.0;D
MG;Mariana;Ouro;28.962;1.449;19;112;1027120.0;C
MG;Marilac;Trilhas do Rio Doce;0;91;0;0;0.0;D
MG;Marliéria;Mata Atlântica de Minas;0;0;1;12;0.0;D
MG;Marmelópolis;Caminhos da Mantiqueira;7.494;0;1;1;0.0;D
MG;Martinho Campos;Guimarães Rosa;8.671;182;2;9;0.0;D
MG;Martins Soares;Pico da Bandeira;0;0;0;0;0.0;E
MG;Mata Verde;Vale do Jequitinhonha;0;0;0;0;0.0;E
MG;Materlândia;Trilhas do Rio Doce;0;0;0;0;0.0;E
MG;Mateus Leme;Veredas do Paraopeba;0;0;4;38;0.0;D
MG;Mathias Lobato;Trilhas do Rio Doce;0;0;0;0;0.0;E
MG;Matipó;Montanhas e Fé;0;0;2;6;0.0;D
MG;Mato Verde;Serra Geral do Norte de Minas;7.914;0;1;5;0.0;D
MG;Matutina;Lago de Três Marias;0;0;0;0;0.0;E
MG;Medina;Vale do Jequitinhonha;27.227;0;1;4;0.0;D
MG;Minas Novas;Pedras Preciosas;2.624;917;3;18;0.0;D
MG;Mirabela;Velho Chico;0;116;0;0;0.0;D
MG;Moeda;Veredas do Paraopeba;2.624;102;4;22;0.0;D
MG;Monsenhor Paulo;Lago de Furnas;0;0;1;5;0.0;D
MG;Monte Azul;Serra Geral do Norte de Minas;0;0;2;5;0.0;D
MG;Monte Santo de Minas;Montanhas Cafeeiras de Minas;25.587;0;2;14;0.0;D
MG;Montes Claros;Sertão Gerais;205.443;6.094;48;365;2253742.0;B
MG;Monte Sião;Malhas do Sul de Minas;18.812;682;14;98;618169.0;C
MG;Montezuma;Lago de Irapé;0;0;2;10;0.0;D
MG;Morada Nova de Minas;Lago de Três Marias;4.335;91;0;0;0.0;D
MG;Morro da Garça;Guimarães Rosa;0;0;0;0;0.0;E
MG;Morro do Pilar;Serra do Cipó;4.335;0;1;1;0.0;D
MG;Munhoz;Serras Verdes do Sul de Minas;0;0;0;0;0.0;E
MG;Muriaé;Serra do Brigadeiro;55.230;611;16;180;1201710.0;B
MG;Muzambinho;Montanhas Cafeeiras de Minas;8.014;91;3;4;0.0;D
MG;Nacip Raydan;Trilhas do Rio Doce;0;0;0;0;0.0;D
MG;Nanuque;Pedras Preciosas;28.031;595;6;39;0.0;C
MG;Natalândia;Noroeste das Gerais e Alto Paranaíba;0;0;1;3;0.0;D
MG;Nazareno;Trilha dos Inconfidentes;0;0;1;3;0.0;D
MG;Nepomuceno;Lago de Furnas;4.335;75;1;5;0.0;D
MG;Ninheira;Cachaça;0;0;0;0;0.0;E
MG;Nova Belém;Trilhas do Rio Doce;4.988;0;0;0;0.0;D
MG;Nova Era;Ouro;7.914;39;4;35;0.0;D
MG;Nova Lima;Ouro;9.834;262;13;71;1182522.0;C
MG;Nova Módica;Trilhas do Rio Doce;17.011;0;0;0;0.0;D
MG;Nova Resende;Montanhas Cafeeiras de Minas;0;0;2;3;0.0;D
MG;Nova Serrana;Verde - Trilha dos Bandeirantes;73.097;170;6;71;0.0;C
MG;Nova União;Serra do Cipó;6.959;0;1;8;0.0;D
MG;Novo Cruzeiro;Pedras Preciosas;30.286;0;1;1;0.0;D
MG;Novo Oriente de Minas;Pedras Preciosas;0;0;0;0;0.0;E
MG;Novorizonte;Cachaça;0;0;0;0;0.0;E
MG;Olaria;Serras de Ibitipoca;0;0;0;0;0.0;E
MG;Olhos-d'Água;Sertão Gerais;0;0;1;1;0.0;D
MG;Oliveira;Região Encantos de Minas;0;369;6;26;0.0;D
MG;Onça de Pitangui;Verde - Trilha dos Bandeirantes;0;0;0;0;0.0;E
MG;Ouro Branco;Ouro;7.494;1.501;11;96;1050033.0;C
MG;Ouro Fino;Malhas do Sul de Minas;42.160;170;6;30;0.0;C
MG;Ouro Preto;Ouro;206.293;25.689;68;558;4691202.0;B
MG;Padre Paraíso;Pedras Preciosas;18.287;0;2;16;0.0;D
MG;Pains;Grutas e Mar de Minas;0;52;1;5;0.0;D
MG;Pai Pedro;Serra Geral do Norte de Minas;0;0;0;0;0.0;E
MG;Palma;Serras e Cachoeiras;0;163;0;0;0.0;D
MG;Papagaios;Verde - Trilha dos Bandeirantes;0;188;3;4;0.0;D
MG;Paracatu;Noroeste das Gerais e Alto Paranaíba;112.366;338;21;209;2580922.0;B
MG;Pará de Minas;Verde - Trilha dos Bandeirantes;13.773;404;7;54;873923.0;C
MG;Paraguaçu;Lago de Furnas;2.567;111;3;17;0.0;D
MG;Paraisópolis;Serras Verdes do Sul de Minas;13.569;75;5;24;0.0;D
MG;Passa Tempo;Região Encantos de Minas;0;0;1;8;0.0;D
MG;Passos;Nascentes das Gerais e Canastra;97.542;1.143;17;163;1249504.0;B
MG;Patos de Minas;Noroeste das Gerais e Alto Paranaíba;99.868;3.627;25;266;2095019.0;B
MG;Patrocínio;Caminhos do Cerrado;48.384;938;15;117;1117326.0;C
MG;Patrocínio do Muriaé;Serra do Brigadeiro;22.372;375;0;0;0.0;D
MG;Paula Cândido;Montanhas e Fé;0;0;1;1;0.0;D
MG;Paulistas;Trilhas do Rio Doce;0;0;0;0;0.0;E
MG;Pavão;Pedras Preciosas;2.681;0;0;0;0.0;D
MG;Peçanha;Trilhas do Rio Doce;2.624;0;2;10;0.0;D
MG;Pedra Azul;Vale do Jequitinhonha;496;535;3;11;0.0;D
MG;Pedra Bonita;Serra do Brigadeiro;2.383;0;0;0;0.0;D
MG;Pedra do Anta;Montanhas e Fé;0;0;0;0;0.0;E
MG;Pedra do Indaiá;Grutas e Mar de Minas;0;0;0;0;0.0;E
MG;Pedra Dourada;Pico da Bandeira;0;0;1;12;0.0;D
MG;Pedralva;Caminhos da Mantiqueira;0;182;0;0;0.0;D
MG;Pedras de Maria da Cruz;Velho Chico;0;0;0;0;0.0;D
MG;Pedro Leopoldo;Grutas;7.767;161;4;29;0.0;D
MG;Pequeri;Caminhos Verdes de Minas;1.168;0;0;0;0.0;D
MG;Pequi;Verde - Trilha dos Bandeirantes;0;0;1;2;0.0;D
MG;Perdões;Região Encantos de Minas;0;0;2;19;0.0;D
MG;Periquito;Trilhas do Rio Doce;0;130;0;0;0.0;D
MG;Piau;Caminhos Verdes de Minas;7.914;0;0;0;0.0;D
MG;Piedade do Rio Grande;Trilha dos Inconfidentes;35.463;0;0;0;0.0;D
MG;Piedade dos Gerais;Veredas do Paraopeba;2.624;0;0;0;0.0;D
MG;Pimenta;Grutas e Mar de Minas;0;0;3;18;0.0;D
MG;Pintópolis;Urucuia Grande Sertão;0;0;0;0;0.0;E
MG;Pirajuba;Rota do Triângulo;0;0;0;0;0.0;D
MG;Piranga;Villas e Fazendas de Minas;6.316;0;3;11;0.0;D
MG;Piranguçu;Caminhos da Mantiqueira;0;0;0;0;0.0;E
MG;Pirapora;Guimarães Rosa;16.022;1.287;17;76;637869.0;C
MG;Piraúba;Serras e Cachoeiras;0;130;1;5;0.0;D
MG;Piumhi;Nascentes das Gerais e Canastra;13.001;257;6;36;0.0;C
MG;Planura;Rota do Triângulo;0;232;4;16;0.0;D
MG;Poço Fundo;Caminhos Gerais;0;80;0;0;0.0;D
MG;Poços de Caldas;Caminhos Gerais;434.995;6.355;53;1.318;157000000000000,00;A
MG;Pompéu;Guimarães Rosa;2.624;0;4;34;0.0;D
MG;Ponte Nova;Montanhas e Fé;48.531;50;11;70;678263.0;C
MG;Ponto Chique;Guimarães Rosa;0;0;0;0;0.0;E
MG;Ponto dos Volantes;Vale do Jequitinhonha;6.699;0;1;1;0.0;D
MG;Porteirinha;Serra Geral do Norte de Minas;0;234;4;5;0.0;D
MG;Poté;Pedras Preciosas;0;0;1;7;0.0;D
MG;Pouso Alegre;Caminhos da Mantiqueira;134.128;2.646;25;328;3306848.0;B
MG;Prados;Trilha dos Inconfidentes;49.959;60;5;11;0.0;C
MG;Pratápolis;Nascentes das Gerais e Canastra;6.316;0;1;2;0.0;D
MG;Presidente Bernardes;Nascente do Rio Doce;0;0;0;0;0.0;E
MG;Presidente Juscelino;Guimarães Rosa;0;0;0;0;0.0;E
MG;Presidente Kubitschek;Diamantes;0;0;1;0;0.0;D
MG;Presidente Olegário;Noroeste das Gerais e Alto Paranaíba;34.068;0;2;5;0.0;D
MG;Prudente de Morais;Grutas;0;0;0;0;0.0;E
MG;Queluzito;Villas e Fazendas de Minas;0;0;2;8;0.0;D
MG;Raposos;Ouro;7.914;0;0;0;0.0;D
MG;Raul Soares;Montanhas e Fé;20.556;149;4;17;0.0;D
MG;Recreio;Serras e Cachoeiras;18.859;0;2;3;0.0;D
MG;Resende Costa;Trilha dos Inconfidentes;19.140;276;1;1;0.0;D
MG;Resplendor;Trilhas do Rio Doce;27.672;498;4;56;0.0;D
MG;Ressaquinha;Nascente do Rio Doce;0;0;0;0;0.0;D
MG;Riachinho;Noroeste das Gerais e Alto Paranaíba;22.372;0;2;4;0.0;D
MG;Rio Casca;Montanhas e Fé;26.707;0;3;16;0.0;D
MG;Rio Doce;Montanhas e Fé;0;0;0;0;0.0;E
MG;Rio Espera;Villas e Fazendas de Minas;0;0;0;0;0.0;D
MG;Rio Novo;Caminhos Verdes de Minas;0;0;2;4;0.0;D
MG;Rio Paranaíba;Caminhos do Cerrado;26.928;0;5;9;0.0;D
MG;Rio Pardo de Minas;Serra Geral do Norte de Minas;0;182;1;5;0.0;D
MG;Rio Pomba;Caminhos Verdes de Minas;2.624;0;4;25;0.0;D
MG;Rio Preto;Serras de Ibitipoca;7.494;572;3;8;0.0;D
MG;Rio Vermelho;Diamantes;0;0;1;7;0.0;D
MG;Ritápolis;Trilha dos Inconfidentes;0;0;0;0;0.0;D
MG;Rochedo de Minas;Caminhos Verdes de Minas;0;0;0;0;0.0;E
MG;Rodeiro;Serras e Cachoeiras;0;0;0;0;0.0;E
MG;Rosário da Limeira;Serra do Brigadeiro;0;0;0;0;0.0;E
MG;Rubelita;Cachaça;0;0;0;0;0.0;E
MG;Rubim;Vale do Jequitinhonha;0;0;0;0;0.0;E
MG;Sabará;Ouro;35.531;261;3;39;0.0;C
MG;Sabinópolis;Trilhas do Rio Doce;0;0;1;4;0.0;D
MG;Sacramento;Nascentes das Gerais e Canastra;0;0;7;46;0.0;C
MG;Salinas;Cachaça;5.143;729;13;48;219767.0;C
MG;Santa Bárbara;Ouro;0;293;6;62;876056.0;C
MG;Santa Bárbara do Tugúrio;Trilha dos Inconfidentes;0;0;0;0;0.0;E
MG;Santa Cruz de Minas;Trilha dos Inconfidentes;0;0;1;5;0.0;D
MG;Santa Cruz do Escalvado;Montanhas e Fé;0;0;0;0;0.0;E
MG;Santa Efigênia de Minas;Trilhas do Rio Doce;0;0;0;0;0.0;E
MG;Santa Fé de Minas;Urucuia Grande Sertão;0;0;1;0;0.0;D
MG;Santa Helena de Minas;Vale do Jequitinhonha;0;0;0;0;0.0;D
MG;Santa Luzia;Ouro;3.092;120;4;13;0.0;D
MG;Santa Maria de Itabira;Serra do Cipó;0;0;1;4;0.0;D
MG;Santa Maria do Suaçuí;Trilhas do Rio Doce;24.996;112;2;4;0.0;D
MG;Santana da Vargem;Lago de Furnas;0;0;1;2;0.0;D
MG;Santana de Cataguases;Serras e Cachoeiras;0;0;0;0;0.0;E
MG;Santana de Pirapama;Grutas;0;152;0;0;0.0;D
MG;Santana do Manhuaçu;Pico da Bandeira;0;0;0;0;0.0;E
MG;Santana do Paraíso;Mata Atlântica de Minas;0;0;4;11;0.0;D
MG;Santana do Riacho;Serra do Cipó;2.624;527;24;150;828355.0;B
MG;Santana dos Montes;Villas e Fazendas de Minas;0;0;4;27;0.0;D
MG;Santa Rita de Jacutinga;Serras de Ibitipoca;15.091;0;1;4;0.0;D
MG;Santa Rita de Ibitipoca;Serras de Ibitipoca;0;597;0;0;0.0;D
MG;Santa Rita do Itueto;Trilhas do Rio Doce;0;0;0;0;0.0;E
MG;Santa Rita do Sapucaí;Caminhos da Mantiqueira;1.305;929;4;39;0.0;D
MG;Santa Vitória;Rota do Triângulo;0;0;8;30;89185.0;C
MG;Santo Antônio do Amparo;Campo das Vertentes;0;0;3;10;0.0;D
MG;Santo Antônio do Aventureiro;Serras e Cachoeiras;0;0;1;67;0.0;D
MG;Santo Antônio do Grama;Montanhas e Fé;0;135;1;1;0.0;D
MG;Santo Antônio do Retiro;Lago de Irapé;0;0;0;0;0.0;E
MG;Santo Antônio do Rio Abaixo;Trilhas do Rio Doce;0;0;1;0;0.0;D
MG;Santo Hipólito;Guimarães Rosa;0;0;0;0;0.0;E
MG;Santos Dumont;Caminho Novo;0;163;4;19;0.0;D
MG;São Bento Abade;Região Encantos de Minas;0;0;0;0;0.0;E
MG;São Brás do Suaçuí;Veredas do Paraopeba;0;0;3;31;0.0;D
MG;São Domingos do Prata;Montanhas e Fé;7.914;182;5;15;0.0;D
MG;São Félix de Minas;Trilhas do Rio Doce;0;149;1;1;0.0;D
MG;São Francisco;Velho Chico;27.662;212;6;11;0.0;C
MG;São Francisco de Paula;Campo das Vertentes;2.624;0;1;73;0.0;D
MG;São Francisco de Sales;Rota do Triângulo;7.914;0;1;1;0.0;D
MG;São Francisco do Glória;Pico da Bandeira;0;0;0;0;0.0;E
MG;São Geraldo;Serra do Brigadeiro;2.383;0;1;3;0.0;D
MG;São Gonçalo do Abaeté;Lago de Três Marias;0;0;6;18;0.0;D
MG;São Gonçalo do Rio Preto;Diamantes;0;0;1;3;0.0;D
MG;São Gotardo;Caminhos do Cerrado;14.505;490;6;36;0.0;C
MG;São João Batista do Glória;Nascentes das Gerais e Canastra;0;52;3;3;0.0;D
MG;São João da Lagoa;Lago de Irapé;0;0;0;0;0.0;E
MG;São João da Ponte;Sertão Gerais;4.335;0;1;4;0.0;D
MG;São João das Missões;Velho Chico;0;0;0;0;0.0;E
MG;São João del Rei;Trilha dos Inconfidentes;134.743;5.013;33;227;1444690.0;B
MG;São João do Paraíso;Cachaça;7.914;0;2;5;0.0;D
MG;São João Evangelista;Trilhas do Rio Doce;13.276;256;2;7;0.0;D
MG;São João Nepomuceno;Caminhos Verdes de Minas;44.451;116;2;7;0.0;C
MG;São Joaquim de Bicas;Veredas do Paraopeba;0;0;4;27;0.0;D
MG;São José da Barra;Nascentes das Gerais e Canastra;7.914;0;2;8;0.0;D
MG;São José da Lapa;Grutas;0;61;1;2;0.0;D
MG;São José da Safira;Trilhas do Rio Doce;0;0;0;0;0.0;E
MG;São José do Divino;Trilhas do Rio Doce;0;0;0;0;0.0;E
MG;São José do Jacuri;Trilhas do Rio Doce;0;61;1;0;0.0;D
MG;São José do Mantimento;Pico da Bandeira;0;0;0;0;0.0;E
MG;São Lourenço;Águas;295.415;2.073;45;705;4592822.0;B
MG;São Miguel do Anta;Montanhas e Fé;0;0;1;1;0.0;D
MG;São Pedro da União;Montanhas Cafeeiras de Minas;0;0;0;0;0.0;E
MG;São Pedro dos Ferros;Montanhas e Fé;0;0;1;1;0.0;D
MG;São Pedro do Suaçuí;Trilhas do Rio Doce;0;0;1;2;0.0;D
MG;São Roque de Minas;Nascentes das Gerais e Canastra;4.510;562;3;14;0.0;D
